date,market,market_id,side,entry_price,amount_usd,estimated_true_probability,expected_edge_pp,confidence,strategy,reason,key_evidence,exit_condition,exit_price,profit_loss_usd,thesis_correct,lesson_learned,resolved_at
2026-08-20T20:53:04.848586+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9155,6.0,0.9654147740606056,4.991477406060563,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,660, barrier=$82,500, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=3.5% (vs 15.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:53:04.848710+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.984887400844618,4.988740084461796,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,660, barrier=$120,000, 60d realized daily vol=1.79%, 133.3 days remaining -> model P(touch)=1.5% (vs 10.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:53:04.848805+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.684,2.59,0.7167068214975065,3.2706821497506477,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,660, barrier=$77,500, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=28.3% (vs 47.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.59,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.59 on $2.59 recommended. Estimated probability was 0.7167068214975065, edge was 3.2706821497506477pp -- thesis did not hold up.",2026-08-21T09:26:46.522557+00:00
2026-08-20T20:54:39.044141+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8325,6.0,0.8928423673085542,6.0342367308554135,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,624, barrier=$80,000, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=10.7% (vs 28.3% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:54:39.044342+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9155,6.0,0.9662978288664175,5.079782886641748,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,624, barrier=$82,500, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=3.4% (vs 15.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:54:39.044431+00:00,"Will Bitcoin reach $120,000 by December 31, 2026?",701494,NO,0.935,6.0,0.9850864877066079,5.008648770660784,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,624, barrier=$120,000, 60d realized daily vol=1.79%, 133.3 days remaining -> model P(touch)=1.5% (vs 10.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T20:54:39.044504+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.684,2.92,0.7208863243688501,3.6886324368850087,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,624, barrier=$77,500, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=27.9% (vs 47.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.92,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.92 on $2.92 recommended. Estimated probability was 0.7208863243688501, edge was 3.6886324368850087pp -- thesis did not hold up.",2026-08-21T09:26:46.721552+00:00
2026-08-20T20:54:39.044569+00:00,"Will Bitcoin reach $75,000 in August?",3257342,NO,0.3735,1.38,0.4081681451788457,3.46681451788457,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,624, barrier=$75,000, 60d realized daily vol=1.79%, 11.3 days remaining -> model P(touch)=59.2% (vs 72.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-1.38,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $1.38 on $1.38 recommended. Estimated probability was 0.4081681451788457, edge was 3.46681451788457pp -- thesis did not hold up.",2026-08-21T02:36:44.237381+00:00
2026-08-20T22:15:39.952687+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8485,6.0,0.8948773734372504,4.637737343725035,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,602, barrier=$80,000, 60d realized daily vol=1.79%, 11.2 days remaining -> model P(touch)=10.5% (vs 28.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T22:15:39.952863+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9215,6.0,0.967190772509932,4.569077250993203,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,602, barrier=$82,500, 60d realized daily vol=1.79%, 11.2 days remaining -> model P(touch)=3.3% (vs 15.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T22:15:39.952962+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.9555,6.0,0.9915357403888432,3.6035740388843163,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,602, barrier=$85,000, 60d realized daily vol=1.79%, 11.2 days remaining -> model P(touch)=0.8% (vs 7.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-20T22:15:39.953055+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.6935,2.52,0.7244164639397255,3.091646393972547,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$72,602, barrier=$77,500, 60d realized daily vol=1.79%, 11.2 days remaining -> model P(touch)=27.6% (vs 46.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-2.52,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $2.52 on $2.52 recommended. Estimated probability was 0.7244164639397255, edge was 3.091646393972547pp -- thesis did not hold up.",2026-08-21T09:26:46.912121+00:00
2026-08-21T00:00:05.533900+00:00,"Will Bitcoin reach $80,000 by December 31, 2026?",2467208,YES,0.605,3.59,0.661749306430218,5.674930643021803,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$73,011, barrier=$80,000, 60d realized daily vol=1.81%, 133.2 days remaining -> model P(touch)=66.2% (vs 77.1% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T00:00:05.534127+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.9005,6.0,0.956585501544875,5.608550154487501,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$73,011, barrier=$82,500, 60d realized daily vol=1.81%, 11.2 days remaining -> model P(touch)=4.3% (vs 17.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T00:00:05.534201+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.8385,4.76,0.869227441633136,3.072744163313601,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$73,011, barrier=$80,000, 60d realized daily vol=1.81%, 11.2 days remaining -> model P(touch)=13.1% (vs 31.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T01:18:00.007648+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,Live data from gamma-api.polymarket.com. 76 markets passed the quality filter; none had a defensible probability estimate exceeding the edge/confidence bar (drawdown throttle: Normal sizing.). BTC data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/bitcoin/market_chart?vs_currency=usd&days=60&interval=daily')). ETH data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/simple/price?ids=ethereum&vs_currencies=usd')).,-,-,,,,,
2026-08-21T02:36:45.833605+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.87,6.0,0.9330891501607101,6.3089150160710155,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$110,000, 60d realized daily vol=1.83%, 133.1 days remaining -> model P(touch)=6.7% (vs 22.2% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T02:36:45.833718+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.6775,4.75,0.7387378953861572,6.12378953861572,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$80,000, 60d realized daily vol=1.83%, 11.1 days remaining -> model P(touch)=26.1% (vs 45.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T02:36:45.833771+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.838,6.0,0.8967111126403462,5.871111264034623,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$82,500, 60d realized daily vol=1.83%, 11.1 days remaining -> model P(touch)=10.3% (vs 27.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T02:36:45.833809+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.9175,6.0,0.9659700913724685,4.847009137246849,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$85,000, 60d realized daily vol=1.83%, 11.1 days remaining -> model P(touch)=3.4% (vs 15.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T02:36:45.833846+00:00,"Will Bitcoin reach $77,500 in August?",3257340,NO,0.407,1.92,0.4525965016354849,4.559650163548495,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$77,500, 60d realized daily vol=1.83%, 11.1 days remaining -> model P(touch)=54.7% (vs 68.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-1.92,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $1.92 on $1.92 recommended. Estimated probability was 0.4525965016354849, edge was 4.559650163548495pp -- thesis did not hold up.",2026-08-21T09:26:47.321550+00:00
2026-08-21T02:36:45.833880+00:00,"Will Bitcoin reach $80,000 by December 31, 2026?",2467208,YES,0.715,2.73,0.7460844410386214,3.10844410386214,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,714, barrier=$80,000, 60d realized daily vol=1.83%, 133.1 days remaining -> model P(touch)=74.6% (vs 82.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T03:54:57.132958+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.865,6.0,0.9328878441306898,6.788784413068982,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,736, barrier=$110,000, 60d realized daily vol=1.83%, 133.0 days remaining -> model P(touch)=6.7% (vs 22.2% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T03:54:57.133237+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.9235,6.0,0.9659694271256736,4.246942712567359,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,736, barrier=$85,000, 60d realized daily vol=1.83%, 11.0 days remaining -> model P(touch)=3.4% (vs 15.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T03:54:57.133379+00:00,"Will Bitcoin reach $80,000 by December 31, 2026?",2467208,YES,0.705,3.57,0.7471346434660733,4.213464346607331,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,736, barrier=$80,000, 60d realized daily vol=1.83%, 133.0 days remaining -> model P(touch)=74.7% (vs 83.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T03:54:57.133468+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.8555,6.0,0.8964720535689952,4.097205356899513,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,736, barrier=$82,500, 60d realized daily vol=1.83%, 11.0 days remaining -> model P(touch)=10.4% (vs 27.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T03:54:57.133539+00:00,"Will Bitcoin reach $76,000 August 17-23?",3653951,NO,0.3725,1.22,0.4030252360737354,3.0525236073735416,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$74,736, barrier=$76,000, 60d realized daily vol=1.83%, 3.0 days remaining -> model P(touch)=59.7% (vs 72.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-1.22,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $1.22 on $1.22 recommended. Estimated probability was 0.4030252360737354, edge was 3.0525236073735416pp -- thesis did not hold up.",2026-08-21T08:04:37.157616+00:00
2026-08-21T05:16:48.081554+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,Live data from gamma-api.polymarket.com. 90 markets passed the quality filter; none had a defensible probability estimate exceeding the edge/confidence bar (drawdown throttle: Normal sizing.). BTC data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/simple/price?ids=bitcoin&vs_currencies=usd')). ETH data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/simple/price?ids=ethereum&vs_currencies=usd')).,-,-,,,,,
2026-08-21T05:18:27.823369+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.875,6.0,0.925055334505728,5.005533450572797,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$110,000, 60d realized daily vol=1.85%, 133.0 days remaining -> model P(touch)=7.5% (vs 23.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T05:18:27.823575+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.906,6.0,0.9531012483236507,4.71012483236507,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$85,000, 60d realized daily vol=1.85%, 10.9 days remaining -> model P(touch)=4.7% (vs 18.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T05:18:27.823715+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.819,6.0,0.8660192337051651,4.701923370516514,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$82,500, 60d realized daily vol=1.85%, 10.9 days remaining -> model P(touch)=13.4% (vs 31.8% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T05:18:27.823776+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.6375,2.95,0.680226725948732,4.272672594873206,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$80,000, 60d realized daily vol=1.85%, 10.9 days remaining -> model P(touch)=32.0% (vs 50.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T05:18:27.823822+00:00,"Will Bitcoin reach $80,000 by December 31, 2026?",2467208,YES,0.735,3.8,0.7753130189271045,4.031301892710449,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$80,000, 60d realized daily vol=1.85%, 133.0 days remaining -> model P(touch)=77.5% (vs 84.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T05:18:27.823880+00:00,"Will Bitcoin reach $85,000 by December 31, 2026?",2467207,YES,0.535,1.81,0.5686039889457082,3.360398894570815,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,282, barrier=$85,000, 60d realized daily vol=1.85%, 133.0 days remaining -> model P(touch)=56.9% (vs 70.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T06:42:13.302376+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.865,6.0,0.9192206478562999,5.4220647856299875,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,667, barrier=$110,000, 60d realized daily vol=1.86%, 132.9 days remaining -> model P(touch)=8.1% (vs 24.4% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T06:42:13.302639+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.893,6.0,0.9421447970412731,4.914479704127306,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,667, barrier=$85,000, 60d realized daily vol=1.86%, 10.9 days remaining -> model P(touch)=5.8% (vs 20.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T06:42:13.302744+00:00,"Will Bitcoin reach $85,000 by December 31, 2026?",2467207,YES,0.545,2.32,0.5872405505356488,4.224055053564879,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,667, barrier=$85,000, 60d realized daily vol=1.86%, 132.9 days remaining -> model P(touch)=58.7% (vs 71.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T06:42:13.302826+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.8075,4.41,0.8414441061012496,3.394410610124965,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$75,667, barrier=$82,500, 60d realized daily vol=1.86%, 10.9 days remaining -> model P(touch)=15.9% (vs 34.7% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T08:04:38.931427+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.8525,6.0,0.912040771803617,5.954077180361694,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$85,000, 60d realized daily vol=1.89%, 10.8 days remaining -> model P(touch)=8.8% (vs 25.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T08:04:38.931583+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.7275,4.84,0.7802114591535854,5.271145915358533,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$82,500, 60d realized daily vol=1.89%, 10.8 days remaining -> model P(touch)=22.0% (vs 41.3% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T08:04:38.931653+00:00,"Will Bitcoin reach $85,000 by December 31, 2026?",2467207,YES,0.575,3.01,0.6261654733465214,5.116547334652144,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$85,000, 60d realized daily vol=1.89%, 132.9 days remaining -> model P(touch)=62.6% (vs 74.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T08:04:38.931714+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.855,6.0,0.9048105734344714,4.981057343447137,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$110,000, 60d realized daily vol=1.89%, 132.9 days remaining -> model P(touch)=9.5% (vs 26.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
